 300.00
Bi        0.11157653       0.11157691       0.12519794
Bi        0.11157541       0.11157579       0.12519941
Se        0.11220067       0.11220098       0.10658165
Se        0.11711163       0.11711170       0.11352703
Se        0.11711500       0.11711507       0.11352004
