    0.0000000000E+00    0.1576263559E+00    0.1576263559E+00    0.4471388630E+00    0.5211484305E+01    0.5211484305E+01    0.8835999742E+01    0.1046289046E+02    0.1046289046E+02    0.1661447869E+02    0.1661447869E+02    0.1711386661E+02    0.1711386661E+02    0.1760610604E+02    0.1953405049E+02    0.2224299055E+02
    0.5269273496E-01    0.7226911672E+00    0.7772213430E+00    0.1216544426E+01    0.5208836972E+01    0.5251222642E+01    0.8787473145E+01    0.1055570087E+02    0.1077729801E+02    0.1652841027E+02    0.1656705718E+02    0.1677996992E+02    0.1710087993E+02    0.1792325533E+02    0.1954031602E+02    0.2218757919E+02
    0.1053854699E+00    0.1335044335E+01    0.1386857138E+01    0.2378955219E+01    0.5205903561E+01    0.5373100948E+01    0.8666501967E+01    0.1081538510E+02    0.1161273018E+02    0.1598997979E+02    0.1643720919E+02    0.1663638922E+02    0.1705764956E+02    0.1830936560E+02    0.1955943100E+02    0.2202505057E+02
    0.1580782049E+00    0.1891385274E+01    0.1999496819E+01    0.3475653991E+01    0.5215888151E+01    0.5582850570E+01    0.8503333658E+01    0.1119018149E+02    0.1272960810E+02    0.1531306859E+02    0.1625335940E+02    0.1659181187E+02    0.1697998742E+02    0.1859286850E+02    0.1959384768E+02    0.2176694230E+02
    0.2107709399E+00    0.2413189197E+01    0.2544265215E+01    0.4453186938E+01    0.5255265051E+01    0.5887871401E+01    0.8327152809E+01    0.1160679658E+02    0.1371017260E+02    0.1479462220E+02    0.1604972436E+02    0.1661579730E+02    0.1687294148E+02    0.1874860790E+02    0.1964477750E+02    0.2143454837E+02
    0.2634636748E+00    0.2899549416E+01    0.3021219705E+01    0.5227910730E+01    0.5336386727E+01    0.6304923894E+01    0.8184683937E+01    0.1198565574E+02    0.1358941526E+02    0.1509662144E+02    0.1586170480E+02    0.1675138935E+02    0.1689397155E+02    0.1878070752E+02    0.1969297736E+02    0.2106505506E+02
    0.3161564098E+00    0.3359512921E+01    0.3443658080E+01    0.5459376836E+01    0.5717106708E+01    0.6823122759E+01    0.8146966704E+01    0.1226002347E+02    0.1305046944E+02    0.1531361089E+02    0.1571595314E+02    0.1663830041E+02    0.1756827506E+02    0.1871927468E+02    0.1968763307E+02    0.2072742227E+02
    0.3688491447E+00    0.3800435272E+01    0.3833784653E+01    0.5609154690E+01    0.5954546533E+01    0.7315889039E+01    0.8287866683E+01    0.1239890412E+02    0.1260072365E+02    0.1522754877E+02    0.1561354079E+02    0.1656065234E+02    0.1824170236E+02    0.1863074746E+02    0.1957918215E+02    0.2053084788E+02
    0.4215418797E+00    0.4212371133E+01    0.4221696900E+01    0.5762358350E+01    0.6039157036E+01    0.7687853030E+01    0.8594872208E+01    0.1232653017E+02    0.1241836413E+02    0.1501093039E+02    0.1552917935E+02    0.1653639581E+02    0.1827419075E+02    0.1880894518E+02    0.1943885390E+02    0.2053976176E+02
    0.4742346147E+00    0.4587412064E+01    0.4613906312E+01    0.5899694128E+01    0.6062139637E+01    0.7969769507E+01    0.8950230995E+01    0.1225530598E+02    0.1236368878E+02    0.1472116122E+02    0.1544108271E+02    0.1655760422E+02    0.1801797334E+02    0.1882711583E+02    0.1937648604E+02    0.2068910502E+02
    0.5269273496E+00    0.4947933577E+01    0.4959566466E+01    0.6016345388E+01    0.6082271448E+01    0.8202459017E+01    0.9268521908E+01    0.1227983215E+02    0.1237783892E+02    0.1438017966E+02    0.1534986295E+02    0.1659606962E+02    0.1774177255E+02    0.1871011957E+02    0.1928685994E+02    0.2082565844E+02
    0.5796200846E+00    0.5227789683E+01    0.5261229072E+01    0.6129600774E+01    0.6130473391E+01    0.8403533609E+01    0.9522298751E+01    0.1219562903E+02    0.1265187998E+02    0.1402241746E+02    0.1526871963E+02    0.1662504143E+02    0.1751116523E+02    0.1856043036E+02    0.1915345464E+02    0.2084722140E+02
    0.6323128196E+00    0.5368403352E+01    0.5477490196E+01    0.6233369249E+01    0.6277522503E+01    0.8574289815E+01    0.9719981334E+01    0.1212205283E+02    0.1294229139E+02    0.1377616181E+02    0.1521350771E+02    0.1662873595E+02    0.1734282377E+02    0.1836834655E+02    0.1902662038E+02    0.2073876418E+02
    0.6850055545E+00    0.5350901420E+01    0.5573808807E+01    0.6395880215E+01    0.6475990176E+01    0.8694408669E+01    0.9904414894E+01    0.1205671023E+02    0.1289411298E+02    0.1398432622E+02    0.1519921739E+02    0.1660074726E+02    0.1721369977E+02    0.1812883816E+02    0.1893821502E+02    0.2053195885E+02
    0.7376982895E+00    0.5208629249E+01    0.5586370487E+01    0.6577046418E+01    0.6685844360E+01    0.8741413584E+01    0.1012014448E+02    0.1199113653E+02    0.1262744345E+02    0.1449998570E+02    0.1523562575E+02    0.1654175282E+02    0.1707913161E+02    0.1787137285E+02    0.1889145068E+02    0.2027910046E+02
    0.7903910244E+00    0.5006893555E+01    0.5560474372E+01    0.6732151061E+01    0.6861268890E+01    0.8728093447E+01    0.1035923375E+02    0.1191836841E+02    0.1236927335E+02    0.1505487928E+02    0.1532099723E+02    0.1645978597E+02    0.1689376449E+02    0.1764356204E+02    0.1887905856E+02    0.2004067220E+02
    0.8430837594E+00    0.4816284781E+01    0.5524171264E+01    0.6831934450E+01    0.6974607170E+01    0.8692827801E+01    0.1056589313E+02    0.1183686177E+02    0.1216923292E+02    0.1543758906E+02    0.1553947874E+02    0.1637256165E+02    0.1664821375E+02    0.1749241457E+02    0.1888250431E+02    0.1988032357E+02
    0.8957764944E+00    0.4693305865E+01    0.5491538766E+01    0.6859680182E+01    0.7012248902E+01    0.8665909143E+01    0.1067842494E+02    0.1174931377E+02    0.1205091092E+02    0.1555178044E+02    0.1575854355E+02    0.1630979944E+02    0.1648784412E+02    0.1744941173E+02    0.1887238095E+02    0.1985281405E+02
