 300.00
Bi        0.10354992       0.10354992       0.09820327
Bi        0.10354992       0.10354992       0.09820327
Cu        0.14973965       0.14973965       0.13318656
Cu        0.14973965       0.14973965       0.13318656
Se        0.10958776       0.10958776       0.10239609
Se        0.10958776       0.10958776       0.10239609
O         0.09235377       0.09235377       0.10096111
O         0.09235377       0.09235377       0.10096111
